0 1:1 2:1 3:0 4:2 5:1 6:2 7:1 8:0 9:0
0 1:0 2:0 3:0 4:1 5:1 6:10 7:0 8:0 9:0
0 1:0 2:0 3:0 4:1 5:1 6:7 7:0 8:0 9:0
0 1:0 2:0 3:0 4:1 5:1 6:10 7:0 8:0 9:0
0 1:0 2:0 3:0 4:1 5:1 6:7 7:0 8:0 9:0
0 1:0 2:0 3:0 4:1 5:1 6:5 7:0 8:0 9:0
0 1:0 2:1 3:0 4:1 5:1 6:1 7:0 8:0 9:0
0 1:0 2:0 3:1 4:3 5:1 6:7 7:3 8:1 9:1
0 1:0 2:1 3:0 4:3 5:1 6:1 7:1 8:0 9:1
0 1:0 2:1 3:0 4:0 5:1 6:4 7:0 8:1 9:1
0 1:0 2:0 3:0 4:2 5:1 6:9 7:0 8:0 9:1
0 1:0 2:0 3:0 4:1 5:1 6:9 7:0 8:0 9:1
0 1:1 2:2 3:2 4:2 5:1 6:5 7:0 8:4 9:1
0 1:1 2:2 3:0 4:2 5:1 6:3 7:0 8:4 9:1
0 1:0 2:2 3:0 4:2 5:1 6:3 7:1 8:2 9:1
0 1:1 2:2 3:0 4:2 5:1 6:1 7:0 8:2 9:0
0 1:0 2:1 3:0 4:2 5:1 6:2 7:0 8:0 9:0
0 1:1 2:1 3:0 4:4 5:1 6:3 7:0 8:0 9:1
0 1:1 2:0 3:0 4:0 5:1 6:1 7:0 8:1 9:0
0 1:0 2:0 3:0 4:0 5:1 6:13 7:0 8:2 9:1
0 1:0 2:1 3:2 4:2 5:0 6:0 7:0 8:2 9:1
0 1:0 2:0 3:0 4:0 5:0 6:0 7:1 8:1 9:0
0 1:0 2:1 3:0 4:0 5:1 6:2 7:0 8:1 9:0
0 1:0 2:1 3:0 4:6 5:1 6:4 7:0 8:1 9:1
0 1:0 2:0 3:0 4:2 5:1 6:6 7:0 8:4 9:1
0 1:0 2:0 3:0 4:0 5:1 6:6 7:1 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:1 2:0 3:1 4:0 5:1 6:8 7:0 8:0 9:1
0 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:0 3:0 4:2 5:1 6:3 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:6 7:2 8:0 9:1
0 1:1 2:0 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:3 7:2 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:3 7:2 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:2 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:2 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:0 2:0 3:0 4:2 5:0 6:0 7:0 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:1 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:0 3:0 4:2 5:1 6:3 7:0 8:0 9:0
0 1:1 2:0 3:0 4:2 5:1 6:2 7:0 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:2 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:2 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:7 7:0 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:2 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:3 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:4 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:6 7:0 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:2 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:3 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:3 7:0 8:0 9:0
0 1:1 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:0 3:2 4:0 5:1 6:3 7:0 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:2 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:2 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:2 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:3 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:2 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:3 7:0 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:2 7:0 8:0 9:0
0 1:1 2:0 3:2 4:0 5:1 6:2 7:0 8:0 9:1
0 1:1 2:0 3:4 4:0 5:1 6:8 7:2 8:0 9:1
0 1:1 2:0 3:8 4:0 5:1 6:5 7:2 8:0 9:1
0 1:0 2:0 3:4 4:0 5:1 6:7 7:0 8:0 9:1
0 1:1 2:0 3:4 4:0 5:1 6:2 7:0 8:0 9:1
0 1:0 2:0 3:5 4:0 5:1 6:4 7:0 8:0 9:1
0 1:1 2:0 3:3 4:0 5:1 6:3 7:0 8:0 9:1
0 1:0 2:0 3:6 4:0 5:1 6:3 7:12 8:0 9:1
0 1:1 2:0 3:1 4:0 5:1 6:3 7:3 8:0 9:1
0 1:0 2:1 3:5 4:0 5:1 6:2 7:1 8:0 9:1
0 1:0 2:1 3:1 4:6 5:1 6:8 7:2 8:0 9:1
0 1:1 2:0 3:3 4:0 5:1 6:1 7:0 8:0 9:1
0 1:0 2:0 3:4 4:0 5:1 6:2 7:0 8:0 9:1
0 1:0 2:0 3:3 4:0 5:1 6:1 7:0 8:0 9:1
0 1:0 2:0 3:6 4:1 5:1 6:2 7:0 8:0 9:1
0 1:0 2:0 3:7 4:0 5:1 6:2 7:3 8:0 9:1
0 1:0 2:0 3:2 4:0 5:1 6:3 7:8 8:0 9:1
0 1:0 2:0 3:4 4:0 5:1 6:4 7:1 8:0 9:1
0 1:0 2:0 3:1 4:0 5:1 6:2 7:0 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:2 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:4 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:3 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:4 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:2 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:7 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:4 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:3 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:4 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:2 7:0 8:1 9:0
0 1:0 2:2 3:0 4:0 5:1 6:4 7:0 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:0 2:1 3:4 4:2 5:1 6:1 7:1 8:0 9:1
0 1:0 2:0 3:1 4:4 5:1 6:6 7:1 8:0 9:1
0 1:1 2:0 3:0 4:0 5:1 6:1 7:0 8:0 9:1
0 1:0 2:0 3:6 4:0 5:1 6:7 7:1 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:0 3:0 4:1 5:1 6:4 7:1 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:0 3:0 4:1 5:0 6:0 7:1 8:0 9:1
0 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:0 3:3 4:0 5:1 6:1 7:2 8:0 9:1
0 1:0 2:0 3:3 4:0 5:1 6:6 7:1 8:0 9:1
0 1:1 2:0 3:6 4:0 5:0 6:0 7:1 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:2 7:1 8:0 9:0
0 1:0 2:1 3:0 4:2 5:1 6:2 7:0 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:5 7:0 8:0 9:0
0 1:0 2:1 3:0 4:2 5:1 6:1 7:0 8:0 9:0
0 1:0 2:0 3:1 4:7 5:1 6:15 7:1 8:0 9:1
0 1:0 2:0 3:1 4:5 5:1 6:11 7:4 8:0 9:1
0 1:1 2:1 3:0 4:3 5:0 6:0 7:0 8:0 9:0
0 1:0 2:1 3:0 4:2 5:0 6:0 7:0 8:0 9:0
0 1:0 2:1 3:0 4:2 5:1 6:2 7:0 8:0 9:0
0 1:0 2:1 3:0 4:2 5:1 6:5 7:0 8:0 9:0
0 1:0 2:0 3:0 4:4 5:1 6:4 7:2 8:0 9:1
0 1:0 2:1 3:0 4:2 5:1 6:1 7:0 8:0 9:0
0 1:0 2:1 3:0 4:2 5:1 6:2 7:0 8:0 9:0
0 1:0 2:2 3:0 4:4 5:1 6:2 7:1 8:0 9:1
0 1:0 2:1 3:1 4:1 5:1 6:3 7:4 8:0 9:0
0 1:0 2:0 3:0 4:3 5:1 6:6 7:4 8:0 9:1
0 1:0 2:1 3:1 4:1 5:0 6:0 7:1 8:0 9:1
0 1:0 2:1 3:0 4:2 5:1 6:2 7:0 8:0 9:0
0 1:0 2:1 3:1 4:2 5:1 6:2 7:0 8:0 9:0
0 1:1 2:1 3:1 4:2 5:1 6:2 7:0 8:0 9:0
0 1:1 2:1 3:1 4:2 5:1 6:1 7:0 8:0 9:0
0 1:0 2:1 3:4 4:0 5:1 6:4 7:0 8:0 9:1
0 1:0 2:0 3:0 4:2 5:1 6:1 7:0 8:0 9:1
0 1:1 2:0 3:1 4:2 5:0 6:0 7:0 8:0 9:1
0 1:0 2:1 3:5 4:0 5:1 6:2 7:1 8:0 9:1
0 1:1 2:0 3:0 4:0 5:1 6:1 7:0 8:0 9:1
0 1:0 2:1 3:0 4:1 5:1 6:11 7:0 8:0 9:1
0 1:0 2:8 3:0 4:1 5:0 6:0 7:0 8:0 9:1
0 1:0 2:1 3:0 4:0 5:1 6:2 7:0 8:0 9:1
0 1:0 2:1 3:3 4:2 5:1 6:2 7:0 8:1 9:1
0 1:1 2:0 3:12 4:2 5:1 6:1 7:0 8:0 9:1
0 1:1 2:1 3:1 4:4 5:1 6:7 7:0 8:0 9:1
0 1:1 2:1 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:1 3:3 4:2 5:1 6:2 7:0 8:0 9:1
0 1:0 2:0 3:0 4:1 5:0 6:0 7:0 8:0 9:1
0 1:0 2:0 3:3 4:1 5:1 6:1 7:0 8:0 9:1
0 1:0 2:1 3:0 4:2 5:1 6:3 7:0 8:0 9:1
0 1:0 2:1 3:0 4:0 5:1 6:1 7:1 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:3 7:0 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:6 7:0 8:0 9:1
0 1:0 2:1 3:0 4:1 5:1 6:1 7:0 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:2 7:0 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:2 7:2 8:0 9:1
0 1:1 2:0 3:0 4:0 5:1 6:4 7:0 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:1 7:4 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:1 7:4 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:1 2:0 3:0 4:0 5:0 6:0 7:1 8:0 9:0
0 1:1 2:0 3:0 4:0 5:0 6:0 7:3 8:0 9:0
0 1:1 2:0 3:0 4:0 5:0 6:0 7:1 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:1 7:1 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:1 7:1 8:0 9:0
0 1:0 2:1 3:0 4:0 5:1 6:1 7:0 8:1 9:1
0 1:1 2:0 3:0 4:0 5:1 6:1 7:1 8:0 9:0
0 1:1 2:0 3:0 4:0 5:0 6:0 7:1 8:0 9:0
0 1:1 2:0 3:0 4:0 5:0 6:0 7:3 8:0 9:1
0 1:1 2:0 3:3 4:0 5:0 6:0 7:0 8:0 9:0
0 1:1 2:0 3:0 4:0 5:0 6:0 7:5 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:0 3:2 4:2 5:1 6:4 7:0 8:0 9:1
0 1:0 2:0 3:3 4:0 5:1 6:6 7:1 8:0 9:1
0 1:0 2:0 3:1 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:0 3:1 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:0 3:4 4:2 5:1 6:7 7:0 8:0 9:1
0 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:3 7:1 8:0 9:1
0 1:0 2:0 3:1 4:0 5:1 6:2 7:0 8:0 9:1
0 1:0 2:2 3:2 4:0 5:1 6:4 7:0 8:0 9:1
0 1:0 2:2 3:1 4:0 5:1 6:4 7:0 8:0 9:1
0 1:0 2:2 3:3 4:0 5:1 6:8 7:1 8:0 9:1
0 1:0 2:2 3:0 4:0 5:1 6:2 7:0 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:0 2:0 3:1 4:0 5:1 6:2 7:0 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:7 7:2 8:0 9:1
0 1:0 2:0 3:3 4:0 5:1 6:5 7:0 8:0 9:1
0 1:0 2:0 3:1 4:0 5:1 6:4 7:0 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:2 7:0 8:0 9:1
0 1:0 2:0 3:4 4:0 5:1 6:10 7:0 8:0 9:1
0 1:1 2:1 3:0 4:0 5:0 6:0 7:1 8:0 9:0
0 1:1 2:1 3:0 4:0 5:1 6:1 7:1 8:0 9:0
0 1:0 2:1 3:0 4:0 5:1 6:1 7:1 8:0 9:0
0 1:0 2:1 3:0 4:0 5:1 6:1 7:1 8:0 9:0
0 1:1 2:1 3:0 4:0 5:1 6:1 7:2 8:0 9:0
0 1:1 2:1 3:0 4:0 5:1 6:4 7:3 8:0 9:1
0 1:0 2:0 3:0 4:1 5:1 6:5 7:0 8:0 9:1
0 1:1 2:1 3:0 4:0 5:1 6:2 7:3 8:0 9:0
0 1:1 2:1 3:0 4:0 5:1 6:4 7:2 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:1 8:0 9:0
0 1:1 2:1 3:0 4:0 5:0 6:0 7:6 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:1 2:1 3:0 4:0 5:0 6:0 7:1 8:0 9:0
0 1:1 2:1 3:0 4:0 5:1 6:1 7:1 8:0 9:0
0 1:1 2:1 3:0 4:0 5:1 6:2 7:1 8:0 9:0
0 1:1 2:1 3:0 4:0 5:1 6:2 7:1 8:0 9:0
0 1:1 2:1 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:1 2:1 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:1 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:1 2:1 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:0 3:1 4:0 5:1 6:3 7:1 8:0 9:1
0 1:0 2:0 3:1 4:1 5:1 6:4 7:1 8:0 9:1
0 1:0 2:0 3:0 4:1 5:1 6:3 7:0 8:0 9:0
0 1:0 2:0 3:2 4:1 5:1 6:2 7:0 8:0 9:0
0 1:0 2:1 3:3 4:0 5:1 6:1 7:0 8:0 9:0
0 1:0 2:1 3:1 4:0 5:1 6:6 7:1 8:0 9:1
0 1:1 2:0 3:0 4:0 5:1 6:4 7:1 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:2 7:1 8:0 9:0
0 1:0 2:0 3:2 4:1 5:1 6:2 7:2 8:1 9:1
0 1:0 2:0 3:0 4:1 5:0 6:0 7:1 8:1 9:0
0 1:0 2:0 3:5 4:0 5:1 6:2 7:1 8:0 9:1
0 1:0 2:0 3:6 4:0 5:1 6:1 7:2 8:0 9:1
0 1:0 2:0 3:3 4:0 5:0 6:0 7:2 8:0 9:1
0 1:0 2:0 3:1 4:0 5:0 6:0 7:1 8:0 9:0
0 1:0 2:0 3:0 4:2 5:0 6:0 7:1 8:0 9:0
0 1:1 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:1 2:0 3:1 4:0 5:1 6:1 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:1 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:1 7:1 8:0 9:0
0 1:1 2:0 3:5 4:0 5:0 6:0 7:5 8:0 9:1
0 1:0 2:0 3:0 4:1 5:1 6:10 7:0 8:0 9:0
0 1:0 2:1 3:1 4:0 5:1 6:11 7:0 8:0 9:1
0 1:0 2:1 3:1 4:3 5:1 6:6 7:1 8:1 9:1
0 1:0 2:0 3:0 4:1 5:1 6:1 7:2 8:0 9:1
0 1:0 2:1 3:0 4:1 5:1 6:2 7:0 8:0 9:0
0 1:0 2:0 3:0 4:1 5:1 6:6 7:0 8:0 9:0
0 1:0 2:1 3:0 4:1 5:1 6:4 7:0 8:1 9:1
0 1:1 2:0 3:0 4:0 5:1 6:4 7:1 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:4 7:0 8:0 9:0
0 1:0 2:0 3:2 4:0 5:1 6:1 7:0 8:0 9:1
0 1:0 2:1 3:0 4:1 5:1 6:2 7:0 8:0 9:0
0 1:0 2:1 3:0 4:1 5:1 6:7 7:0 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:10 7:0 8:0 9:0
0 1:0 2:1 3:0 4:1 5:1 6:8 7:0 8:0 9:0
0 1:0 2:2 3:1 4:1 5:1 6:10 7:0 8:0 9:1
0 1:0 2:1 3:2 4:1 5:1 6:9 7:0 8:0 9:1
0 1:0 2:0 3:0 4:1 5:1 6:12 7:0 8:0 9:0
0 1:0 2:0 3:0 4:1 5:1 6:11 7:0 8:0 9:0
0 1:0 2:0 3:0 4:1 5:1 6:2 7:0 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:11 7:2 8:0 9:1
0 1:1 2:0 3:0 4:2 5:1 6:1 7:1 8:0 9:0
0 1:1 2:0 3:1 4:2 5:1 6:1 7:0 8:0 9:0
0 1:0 2:1 3:0 4:1 5:1 6:5 7:0 8:0 9:0
0 1:1 2:0 3:0 4:2 5:1 6:3 7:0 8:0 9:0
0 1:0 2:0 3:0 4:2 5:1 6:1 7:0 8:0 9:0
0 1:1 2:0 3:0 4:2 5:1 6:2 7:0 8:0 9:0
0 1:1 2:0 3:0 4:2 5:1 6:2 7:4 8:0 9:0
0 1:1 2:0 3:0 4:2 5:1 6:2 7:0 8:0 9:0
0 1:0 2:0 3:0 4:2 5:0 6:0 7:0 8:0 9:0
0 1:1 2:0 3:0 4:2 5:1 6:2 7:0 8:0 9:0
0 1:0 2:1 3:0 4:4 5:1 6:1 7:0 8:1 9:0
0 1:0 2:0 3:1 4:5 5:1 6:3 7:0 8:0 9:1
0 1:0 2:0 3:0 4:4 5:0 6:0 7:0 8:0 9:0
0 1:0 2:0 3:0 4:2 5:1 6:1 7:0 8:0 9:0
0 1:0 2:0 3:0 4:2 5:0 6:0 7:0 8:0 9:0
0 1:0 2:0 3:0 4:4 5:1 6:4 7:1 8:0 9:1
0 1:0 2:0 3:0 4:4 5:1 6:3 7:3 8:0 9:1
0 1:0 2:0 3:0 4:4 5:1 6:3 7:0 8:0 9:1
0 1:0 2:0 3:0 4:2 5:1 6:1 7:0 8:0 9:0
0 1:0 2:0 3:1 4:4 5:1 6:4 7:4 8:0 9:1
0 1:1 2:1 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:0 2:1 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:0 2:1 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:1 3:0 4:0 5:1 6:2 7:0 8:0 9:0
0 1:0 2:1 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:1 2:1 3:0 4:0 5:1 6:2 7:0 8:0 9:0
0 1:1 2:1 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:0 2:1 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:0 2:1 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:0 2:1 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:1 2:1 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:1 2:1 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:0 2:1 3:0 4:0 5:1 6:2 7:0 8:0 9:0
0 1:0 2:1 3:1 4:0 5:1 6:6 7:0 8:0 9:1
0 1:1 2:1 3:0 4:0 5:1 6:5 7:0 8:0 9:0
0 1:0 2:1 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:1 2:1 3:0 4:0 5:1 6:2 7:0 8:0 9:0
0 1:0 2:1 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:0 2:1 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:1 2:1 3:0 4:0 5:1 6:2 7:0 8:0 9:0
0 1:0 2:1 3:0 4:15 5:1 6:1 7:0 8:0 9:1
0 1:1 2:1 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:0 3:1 4:0 5:0 6:0 7:0 8:1 9:0
0 1:0 2:0 3:1 4:0 5:0 6:0 7:0 8:1 9:0
0 1:1 2:1 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:1 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:1 3:0 4:2 5:1 6:1 7:0 8:0 9:0
0 1:0 2:1 3:1 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:1 3:0 4:0 5:0 6:0 7:0 8:1 9:0
0 1:1 2:1 3:1 4:0 5:1 6:2 7:0 8:0 9:0
0 1:0 2:1 3:3 4:2 5:1 6:2 7:1 8:0 9:0
0 1:0 2:1 3:1 4:2 5:0 6:0 7:0 8:1 9:0
0 1:1 2:1 3:1 4:2 5:1 6:2 7:0 8:0 9:0
0 1:1 2:2 3:0 4:2 5:1 6:1 7:2 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:1 2:1 3:0 4:0 5:1 6:3 7:0 8:0 9:0
0 1:0 2:1 3:1 4:2 5:1 6:1 7:0 8:0 9:0
0 1:0 2:1 3:1 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:1 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:1 7:0 8:0 9:1
0 1:0 2:0 3:2 4:2 5:1 6:8 7:0 8:0 9:1
0 1:0 2:1 3:0 4:0 5:1 6:2 7:1 8:0 9:1
0 1:0 2:0 3:1 4:0 5:1 6:2 7:0 8:0 9:0
0 1:0 2:1 3:0 4:0 5:1 6:2 7:0 8:0 9:0
0 1:0 2:0 3:1 4:0 5:1 6:2 7:1 8:0 9:1
0 1:1 2:0 3:0 4:2 5:1 6:6 7:1 8:0 9:1
0 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:1
0 1:0 2:1 3:6 4:0 5:1 6:2 7:2 8:0 9:1
0 1:0 2:0 3:0 4:1 5:1 6:3 7:0 8:0 9:1
0 1:0 2:0 3:0 4:0 5:0 6:0 7:1 8:0 9:1
0 1:0 2:0 3:1 4:1 5:1 6:2 7:0 8:0 9:1
0 1:0 2:0 3:1 4:1 5:1 6:2 7:0 8:0 9:1
0 1:0 2:1 3:1 4:0 5:1 6:2 7:0 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:1 7:0 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:4 7:1 8:0 9:0
0 1:0 2:1 3:3 4:1 5:0 6:0 7:1 8:1 9:1
0 1:0 2:1 3:2 4:1 5:0 6:0 7:0 8:0 9:1
0 1:0 2:0 3:0 4:3 5:1 6:2 7:2 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:9 7:3 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:2 7:6 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:1 7:4 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:3 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:8 7:10 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:1 7:1 8:0 9:0
0 1:1 2:0 3:0 4:0 5:0 6:0 7:3 8:0 9:0
0 1:1 2:1 3:0 4:0 5:1 6:1 7:2 8:0 9:1
0 1:1 2:0 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:3 8:0 9:0
0 1:1 2:0 3:0 4:0 5:0 6:0 7:2 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:1 7:3 8:1 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:3 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:2 7:3 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:3 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:1 7:3 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:1 7:2 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:3 7:5 8:0 9:0
0 1:1 2:1 3:8 4:2 5:0 6:0 7:6 8:1 9:0
0 1:1 2:0 3:0 4:0 5:0 6:0 7:3 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:2 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:2 7:2 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:2 7:8 8:0 9:1
0 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:1 2:0 3:0 4:0 5:0 6:0 7:3 8:0 9:0
0 1:1 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:2 7:4 8:0 9:1
0 1:1 2:0 3:1 4:0 5:0 6:0 7:1 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:4 7:3 8:0 9:0
0 1:1 2:0 3:0 4:0 5:0 6:0 7:1 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:3 8:0 9:0
0 1:1 2:0 3:0 4:0 5:0 6:0 7:1 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:1 7:3 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:1 7:1 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:2 7:0 8:0 9:0
0 1:0 2:1 3:0 4:0 5:1 6:1 7:3 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:1 7:3 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
